Judul,Harga,Deskripsi
"Mesin Packaging Otomatis Kapasitas 1000 Gram (Pengemas) Asianindo","0","Mesin Pengemas Otomatis (Packaging)

Merupakan mesin yang berfungsi untuk mengemas berbagai macam produk secara otomatis. kemasan produk yang menarik akan meningkatkan daya tarik suatu produk pada saat di jual.
Kondisi baru dan bergaransi.
Ada setelan untuk pengaturan berat kemasan, mulai berat 5 gram, 10 gram, 50 gram, 250 gram, sampai 1.000 gram.

Beberapa contoh kemasan untuk mesin packaging otomatis :
- packing gula pasir
- packing cairan
- pengemas kopi
- pengemas bubuk 
- dll

Daya listrik 1800 watt
Berat mesin +- 350 kg
Material pengemas Al + PE ,OPP + PE, NY + PE , dan bahan kertas pengemas lain."
"Mesin Destilasi Minyak Nilam Atsiri 100 Liter CV Asianindo","0","Mesin destilasi merupakan salah satu mesin yang digunakan sebagai pengolah minyak atsiri. Mesin ini bisa mengolah berbagai jenis dedaunan dengan memakai sistim penguapan. Untuk bahan yang dipakai dalam pembuatan dari minyak atsiri yaitu daun cengkeh, daun kayu putih, daun sirih, daun kayu manis, daun cendana, dan berbagai jenis daun lainnya yang bisa mengeluarkan minyak. 

Spesifikasi : 
    * Kapasitas 100 kg / proses
    * Tabung reaktan Stainless Steel 304 Food Grade, 3 mm
    * Bahan bakar LPG (bisa dimodifikasi minyak tanah, kayu bakar)
    * Dimensi Panggung : 180 cm x 180 cm x 100 cm
    * Tabung     : Ø 80 cm dengan tinggi 202 cm
    * Kondensor: Ø 50 cm dengan tinggi 173 cm
    * Keranjang : Ø 86 cm tinggi 122 cm
    * Boiler       : Ø 75 x 173 cm
   *  Listrik      : 250 watt"
"Mesin Rotary Dryer Statis 100Kg Pengering Makanan CV Asianindo","0","Dapat digunakan untuk mengeringkan gabah, jagung, kedelai, kopi, cengkeh, kayu manis, 
jahe, kunyit, lengkuas, kedelai, kerupuk, kunir, kemiri, rempah-rempah lainnya.

Dilengkapi panel otomatis :
- Dapat men-setting suhu sesuai kebutuhan produk yang akan dikeringkan
- Dapat men-setting waktu yang dibuthkn untuk mengeringkan

Spesifikasi : 
- Panjang 1 Meter
- Bahan Material tabung Stainless
- Diameter : 50 cm
- Rangka  : UNP 
- Kapasitas : 100 kg/proses
- Penggerak : motor listrik  Dinamo 1 hp
- Pemanas : Burner
- BBM : Lpg

BAHAN BAKAR PILIHAN:
1. GAS LPG
2. LISTRIK / ELEMENT
 
Dapat custom / renovasi sesuai dengan kebutuhan / permintaan pembeli.
info lebih lanjut bisa menghubungi Admin "
"Mesin Roasting Kopi Kapasitas 2kg CV Asianindo","0","Spesifikasi :

·         Kapasitas 2kg
·         Tebal Bahan Drum 3 mm Stainless steel
·         Body Mild Steel
·         Rangka Pipa Kotak
·         Thermo control digital
·         Blower Cyclone dan Blower cooling bean/pendingin
·         Burner Tungku 3 baris
·         Kelengkapan Lampu, Burn, Stik Checker Kopi, Manometer, Selang dan Regulator

- pada saat awal pengoperasian akan dipandu oleh ahlinya dan kami kawal sampai bisa
- garansi mesin 1 tahun ( non sparepart )."
"Mesin Sablon Plastik 1 Warna Asianindo","0","mesin sablon plastik 1 warna. 
( bisa request 2 warna, 3 warna, 4 warna, 5 warna ). untuk harga yang tertera adalah untuk harga mesin sablon plastik 1 warna roll to roll.
spesifikasi :  
- model 1 warna
- mesin penggerak dinamo motor 2 hp
- roller input + out put
- lebar 110 cm
- tinggi 140 cm
- listrik 750 watt 220 volt
-  roll pembersih
-  roll karet
-  bak tinta
-  doctor blade pembersih
- inverter pengatur speed
- lebar sablon sampai dengan 30 cm dengan diameter 40 cm.

catatan : 
spek bisa berubah tergantung permintaan pembeli. garansi 1 tahun setelah mesin sampai di lokasi dan dipandu oleh ahli di bidangnya."
"Mesin Sangrai Kopi Kapasitas 100 kg Asianindo","0","Mesin Sangrai Kopi Kapasitas 100 kg

Mesin Sangrai Kopi dengan kapasitas 100 kg, ideal untuk usaha Anda. 
- Baru 100%: Mesin ini adalah produk baru, siap untuk digunakan.
- Bahan Stainless Steel: Dibuat dari bahan stainless steel, menjamin keawetan dan kebersihan.
- Disertai Buku Panduan: Dapatkan buku panduan gratis untuk memudahkan penggunaan.

Garansi 12 Bulan

Mesin ini dilengkapi dengan garansi 12 bulan. Anda dapat menggunakan mesin ini dengan tenang, tahu bahwa ada dukungan dari CV. Asianindo. 

Spesifikasi
- Kapasitas: 100 kg
- Bahan: Stainless steel"
"Mesin Penepung / Diskmill Stainless Kap 100kg Asianindo","0"," Spesifikasi Mesin: 
Kapasitas mesin mencapai 100kg, ideal untuk kebutuhan produksi Anda.
Ditenagai oleh Dinamo Motor atau Elektro Motor 2 Hp, memberikan kinerja yang efisien.
Bahan utama terbuat dari Stainless Steel, menjamin ketahanan dan keawetan.

 Detail Produk: 
Saringan mesin juga terbuat dari Stainless Steel, memastikan kualitas hasil penepungan yang optimal. Cocok untuk pengguna yang membutuhkan mesin dengan kapasitas besar dan bahan berkualitas. Pastikan untuk memilih mesin ini untuk kebutuhan produksi Anda. Semua spesifikasi sesuai dengan informasi yang diberikan."
"Mesin Pengaduk Bumbu Hexagonal Stainless Kap 25 Kg Asianindo","0","Spesifikasi :

- Kapasitas 25 kg / Jam
- Dinamo Motor
- MaterialTabung Stainless Steel
- Rangka Stainless Steel
- Transmisi Gearbox"
"Mesin Vacuum Frying 1.5kg Asianindo","0","MESIN VACUUM FRYING

Mesin ini berfungsi untuk : memproduksi kripik atau camilan  jadi, yang berbahan dasar dari buah - buahan atau umbi - umbian. cocok untuk para pengusaha yang ingin membuat usaha keripik buah nya semakin cepat dan mudah, sebelum dikirim k lokasi sebelumnya sudah kami tes dan uji coba mesin tersebut. sehingga tidakmenimbulkan kendala pada saat digunakan oleh konsumen. cara penggunaan sangat mudah, ada dilengkapi buku panduan dan tutorial dari ahli nya. 

nb : free spinner dan kompor. disertai juga buku panduan penggunaan mesin nya.
garansi 1 tahun ( non sparepart). 
pada saat pengoperasian mesin 
akan dipandu oleh ahlinya.

note :
Toko kami juga menyediakan semua kebutuhan mesin yang anda  butuhkan, baik untuk kebutuhan  pribadi maupun untuk pengadaan didinas pemerintahan ( Tender )

deskripsi produk :
- Kapasitas 1,5 kg on proses
- Dimensi 90 cm × 80 cm × 58 cm
- Tabung D 30 cm × P 45 cm
- Sistem vacuum : Water jet 1/2 HP
- Daya listrik 600 watt / 220 volt
- Suhu terkontrol otomatis
- Kebutuhan minyak 15 liter
- Pemanas kompor LPG
 
Keterangan :
 
- Unit mesin 100% Baru
- Garansi servis 1 tahun
( non spare   part ).

Cocok bagi para pemula usaha pembuatan keripik buah ( jeruk,apel,nangka, dll ) dan umbi umbian
( kentang, ubi, singkong, dll )."
"Vacuum Frying Kapasitas 1,5 kg plus 2 spinner Asianindo | Mesin Keripik Buah & Umbi – Terverifikasi  TKDN","0","mesin vacuum frying kapasitas 1,5 kg di tambah 2 spinner
# mesin yang berfungi untuk membuat segala jenis keripik / snack berbahan dasar buah,sayur, dan umbian
MESIN VACUUM FRYING

Mesin ini berfungsi untuk : memproduksi kripik atau camilan  jadi, yang berbahan dasar dari buah - buahan atau umbi - umbian. cocok untuk para pengusaha yang ingin membuat usaha keripik buah nya semakin cepat dan mudah, sebelum dikirim k lokasi sebelumnya sudah kami tes dan uji coba mesin tersebut. sehingga tidakmenimbulkan kendala pada saat digunakan oleh konsumen. cara penggunaan sangat mudah, ada dilengkapi buku panduan dan tutorial dari ahli nya. 

nb : free spinner dan kompor. disertai juga buku panduan penggunaan mesin nya.
garansi 1 tahun ( non sparepart). 
pada saat pengoperasian mesin 
akan dipandu oleh ahlinya.

note :
Toko kami juga menyediakan semua kebutuhan mesin yang anda  butuhkan, baik untuk kebutuhan  pribadi maupun untuk pengadaan didinas pemerintahan ( Tender )
info lebih lanjut bisa menghubungi  Admin kami 
deskripsi produk :
- Kapasitas 1,5 kg on proses
- Dimensi 90 cm × 80 cm × 58 cm
- Tabung D 30 cm × P 45 cm
- Sistem vacuum : Water jet 1/2 HP
- Daya listrik 600 watt / 220 volt
- Suhu terkontrol otomatis
- Kebutuhan minyak 15 liter
- Pemanas kompor LPG
 
Keterangan :
 
- Unit mesin 100% Baru
- Garansi servis 1 tahun ( non spare   part ).. 

Cocok bagi para pemula usaha pembuatan keripik buah ( jeruk, apel, nangka, dll ) dan umbi umbian ( kentang, ubi, singkong, dll )."
"Mesin Pengering Karpet Kapasitas Continue Asianindo","0","Mesin Pengering Karpet"
"Mesin Rotary Dryer Statis 50Kg Pengering Makanan (Otomatis) CV Asianindo","0","Dapat digunakan untuk mengeringkan gabah, jagung, kedelai, kopi, cengkeh, kayu manis, jahe, kunyit, lengkuas, kedelai, kerupuk, kunir, kemiri, rempah-rempah lainnya.

Dilengkapi panel otomatis :
- Dapat men-setting suhu sesuai kebutuhan produk yang akan dikeringkan
- Dapat men-setting waktu yang dibuthkn untuk mengeringkan
spesifikasi :
Mesin Rotary Dryer ( OTOMATIS ) Kapasitas 50 kg/jam		
		
A	Model	Standart
B	Fungsi	Pengering serbaguna
C	Dimensi Rangka	125 x 60 x 80 cm
D	Material Rangka	UNP 5 dan plat stenliss steel
E	Transmisi	Pulley dan v belt, GEARBOX
F	Penggerak	dinamo listrik 0,5 HP
G	Kapasitas	50 kg /JAM
H	Kelengkapan	Thermocontrol, Selenoid valve, timer, dll
I	harga	
	Kap 50 KG/JAM	Tabung luar D : 45. P : 70 CM

BAHAN BAKAR PILIHAN:
1. GAS LPG
2. LISTRIK / ELEMENT 

kami melayani custom / renovasi mesin sesuai permintaan customer
"
"Mesin Roasting Kopi Kapasitas 25kg CV Asianindo","0","Spesifikasi :

· Kapasitas 25kg
· Tebal Bahan Drum 3 mm Stainless steel
· Body Mild Steel
· Rangka Pipa Kotak
· Thermo control digital
· Blower Cyclone dan Blower cooling bean/pendingin
· Burner Tungku 3 baris
· Kelengkapan Lampu, Burn, Stik Checker Kopi, Manometer, Selang dan Regulator

- pada saat awal pengoperasian akan dipandu oleh ahlinya dan kami kawal sampai bisa
- garansi mesin 1 tahun ( non sparepart )."
"Mesin Pasteurisasi Susu 50 Liter CV Asianindo","0","Mesin pasteurisasi digunakan untuk pasteurisasi produk minuman dan produk cair (misalnya : susu segar, sirup, sari buah, dan lain-lain) sebelum dikemas.
Fungsi pasteurisasi ini adalah untuk mensterilkan produk dari bakteri penyebab penyakit pada suhu yang tidak terlalu tinggi, sehingga tidak merusak produk.

Spesifikasi  :
* Kapasitas 50 Liter / proses
* Dimensi 100 cm x 75 cm x 150 cm
* Listrik 200 watt, 220 V
* Kecepatan mixer 140 rpm
* Bahan full stainless steel
* Pemanas  kompor LPG
* Suhu Terkontrol otomatis
* Tabung double jacket (air / minyak)

"
"Mesin Pengaduk Adonan Dodol, Jenang dan Selai Kapasitas 50 liter Asianindo","0","Mesin Pengaduk Dodol, Jenang, Selai dll.

- Ideal untuk Produksi Camilan Jawa -
Mesin ini dirancang untuk mengaduk adonan menjadi selai, jenang, dan dodol. Proses produksi menjadi lebih cepat, mudah, dan praktis. Cocok untuk kebutuhan industri camilan Anda.

Spesifikasi Mesin
- Tabung bahan full stainless steel (food grade).
- Frame full stainless.
- Sumber daya pemanas kompor LPG.
- Tabung masak Double jacket.
- Kapasitas 50 liter.
- Mesin penggerak dinamo 1/2 HP.
- Gear box 1:50.

- Paket Lengkap
Include kompor mata seribu. Tabung gas belum termasuk. Semua komponen dirancang untuk efisiensi dan kinerja optimal dalam mengaduk adonan camilan khas Jawa."
"Mesin Spray Dryer 5 Liter Asianindo","0","·  Kapasitas 5 Liter Bahan/jam
·  Dimensi 100x175x220 cm
·  Ruang Pengering Stainless steel Food Grade
·  Material Rangka Full Stainless Steel
·  Total Daya 15.000 Watt
·  Air Compressor 3HP
·  Heater Elektrik 13.000 Watt
·  Blower 2pcs, 600 Watt
·  Cyclone stainless steel Food Grade
·  1 Buah Tabung Dinding, 1 Buah Pemanas Atas"
"Mesin Dough Mixer Pengaduk Adonan Roti/Tepung Kapasitas 25 Kg CV Asianindo","0","Dough mixer / mesin pengaduk adonan tepung / roti ( multi fungsi ). dapat digunakan untuk mengaduk adonan mie, donat, kue, cream kocok, telor dll.
 
Spesifikasi :
- Power dinamo 1/2 PK
- Perangkat dan bak full stainless
- Dimensi mesin ( p×l×t ) : 64 × 38 × 78 cm
- bahan stainless full 304 ( food grade ) 
- kapasitas 25 kg."
"Mesin Spray Dryer 2 Liter Asianindo","0","· Kapasitas 2 Liter Bahan/jam
· Ruang Pengering Stainless steel Food Grade
· Material Rangka Full Stainless Steel
· Total Daya 13.000 Watt
· Air Compressor 2HP/380 V
· Heater Elektrik 12.000 Watt
· Blower 2pcs, 600 Watt
· Cyclone stainless steel Food Grade
· 1 Buah Tabung Dinding, 1 Buah Pemanas Atas"
"Mesin Pengupas Kulit Kopi (pulper) Asianindo","0","Mesin Pengupas Kulit Kopi (Pulper)
- Deskripsi Produk -
Bahan Cover: Terbuat dari Stainless Steel yang tahan lama dan mudah dibersihkan.
Rangka: Dibuat dari MS (Mild Steel), memberikan struktur yang kokoh.
Motor: Menggunakan Dinamo atau motor bensin untuk operasional mesin.

- Spesifikasi Lengkap -
Mesin pengupas kulit kopi ini memiliki spesifikasi yang sederhana namun fungsional. Covernya terbuat dari Stainless Steel, sedangkan rangka menggunakan MS. Motornya bisa berupa Dinamo atau motor bensin, sesuai kebutuhan pengguna. "
"Mesin Destilasi Minyak Nilam Atsiri 50 Liter CV Asianindo","0","Mesin destilasi merupakan salah satu mesin yang digunakan sebagai pengolah minyak atsiri. Mesin ini bisa mengolah berbagai jenis dedaunan dengan memakai sistim penguapan. Untuk bahan yang dipakai dalam pembuatan dari minyak atsiri yaitu daun cengkeh, daun kayu putih, daun sirih, daun kayu manis, daun cendana, dan berbagai jenis daun lainnya yang bisa mengeluarkan minyak. 

Spesifikasi :    
* Kapasitas 50kg / proses
* Tabung reaktan Stainless Steel 304 Food Grade, 3 mm
* Bahan bakar LPG (bisa dimodifikasi minyak tanah, kayu bakar)
* Dimensi Panggung :180 cm x 180 cm x 100 cm
* Tabung : Ø 60 cm dengan tinggi 133 cm
* Keranjang : Ø 56 cm dengan tinggi 100 cm
* Kondensor : Ø 40 cm dengan tinggi 100 cm
* Boiler               : Ø 50 x 120 cm
* Listrik              : 250 watt"
"Mesin Vacuum Frying 10kg TKDN Kemenperin - Paket Usaha Keripik Buah (Free Spinner & Kompor).","0","MESIN VACUUM FRYING

Mesin ini berfungsi untuk : memproduksi kripik atau camilan  jadi, yang berbahan dasar dari buah - buahan atau umbi - umbian. cocok untuk para pengusaha yang ingin membuat usaha keripik buah nya semakin cepat dan mudah, sebelum dikirim k lokasi sebelumnya sudah kami tes dan uji coba mesin tersebut. sehingga tidakmenimbulkan kendala pada saat digunakan oleh konsumen. cara penggunaan sangat mudah, ada dilengkapi buku panduan dan tutorial dari ahli nya. 

nb : free spinner dan kompor. disertai juga buku panduan penggunaan mesin nya.
garansi 1 tahun ( non sparepart). 
pada saat pengoperasian mesin 
akan dipandu oleh ahlinya.

note :
Toko kami juga menyediakan semua kebutuhan mesin yang anda  butuhkan, baik untuk kebutuhan  pribadi maupun untuk pengadaan didinas pemerintahan ( Tender )
info lebih lanjut bisa menghubungi Admin kami 
untuk membuat segala jenis olahan keripik buah seperti pisang, salak, apel, nangka, jeruk,dll atau umbi - umbian 
( singkong, ubi, kentang,dll ).

Spesifikasi :
- Kapasitas 10 kg ( on proses )
- Dimensi : 170 cm × 122 cm × 140 cm
- Sistem vacuum : water jet
- Daya listrik : 1200 watt , 220 volt
- Suhu terkontrol otomatis
- Kebutuhan minyak : 80 liter
- Pemanas : kompor LPG
- free spinner

Keterangan :
* Unit mesin 100% Baru
* Garansi servis 1 tahun  (non sparepart)

MENGAPA HARUS ASIANINDO?
- SERTIFIKASI TKDN: Diakui Kementrian
- Perindustrian (Kualitas Standar Nasional).
- PAKET KOMPLIT: Harga sudah termasuk Spinner Peniris Minyak & Kompor LPG. Tinggal pakai!
- PENDAMPINGAN AHLI: Takut gak bisa pakai?
- Kami pandu via Video Call sampai hasil keripik Anda renyah & cantik.

#Cocok bagi para pengusaha aneka
macam camilan olahan buah dan 
umbi - umbian"
"Mesin Rotary Dryer 30Kg Pengering Makanan CV Asianindo","0","Dapat digunakan untuk mengeringkan gabah, jagung, kedelai, kopi, cengkeh, kayu manis, jahe, kunyit, lengkuas, kedelai, kerupuk, kunir, kemiri, rempah-rempah lainnya.

Dilengkapi panel otomatis :
- Dapat men-setting suhu sesuai kebutuhan produk yang akan dikeringkan
- Dapat men-setting waktu yang dibuthkn untuk mengeringkan


BAHAN BAKAR PILIHAN:
1. GAS LPG
2. LISTRIK / ELEMENT ( Harga lebih mahal) 


Mesin Rotary Dryer Statis ( OTOMATIS )		
		
A	Model	Standart
B	Fungsi	Pengering serbaguna
C	Dimensi Rangka	110 x 50 x 80 cm
D	Material Rangka	UNP 5 dan plat stenliss steel
E	Transmisi	Pulley dan v belt, GEARBOX
F	Penggerak	dinamo listrik 0,5 HP
G	Kapasitas	30 kg /JAM
H	Kelengkapan	Thermocontrol, Selenoid valve, timer, dll
I	harga	
	Kap 30 KG/JAM	Tabung luar D : 35. P : 50 CM 10.500.000
	Kap 50 KG/JAM	Tabung luar D : 45. P : 70 CM 14.000.000
	Kap 80 KG/JAM	Tabung luar D : 55. P : 90 CM 17.000.000
	Kap 100 KG/JAM	Tabung luar D : 65. P : 100 CM 20.000.000
	KAP 150 KG/JAM	Tabung luar D : 75. P : 120 CM 25.000.000
KAP 200 KG/JAM	Tabung luar D : 50. P : 200 CM 
KAP 300 KG/JAM	Tabung luar D : 70. P : 300 CM 
KAP 500 KG/JAM	Tabung luar D : 70. P : 400 CM"
"Mesin (Cooper) Pencacah Rumput, Batang, Daun, dll Asianindo","0","Mesin Pencacah Rumput, Daun, Batang, dll.. 
Spesifikasi : 
- power 8 pk
- Dimensi 180 cm × 52 cm × 87 cm
- efisiensi kerja 2 ton per jam
- berat volume 170 kg
- rangka besi unp

NB : Mesin kondisi baru dan sebelum mesin dikirim sudah kami uji coba ( trial ) sebelumnya.. supaya tidak ada kendala pada saat tiba di lokasi."
"2 Warna Mesin Sablon Plastik (Rotogravure) Asianindo","0","MESIN SABLON PLASTIK

Mesin Sablon Plastik 2 Warna. 
(bisa request 3 warna, 4 warna, 5 warna ). Untuk harga yang tertera adalah untuk harga mesin sablon plastik 2 warna roll to roll.

Spesifikasi : 
- Bodi Plat ecer/UNP 
- As mild steel 
- Panjang 250cm x lebar 130cm x tinggi 170cm 
- Lebar media max 55cm 
- Kecepatan max 50 RPM 
- Motor 1,5 HP VS (Variable Speed) 
- Blower 2 x 150 watt 
- Penekan Roll karet satu titik pakai rante 
- Heater

catatan : 
Spek bisa berubah tergantung permintaan pembeli. garansi 1 tahun setelah mesin sampai di lokasi dan dipandu oleh ahli di bidangnya."
"Mesin Roasting kopi kapasitas 5 kg plus pendingin","0","Mesin roasting kopi kapasitas 5 kg plus pendingin, sudah komplit dengan pendingin dan timer, cocok untuk para pengusaha di bidang coffee maker, atau pun produsen kopi kemasan .. 

Spesifikasi
* Plat tabung tebal 3mm SS
* Coolingbeen 1,2mm
* Control suhu thermo control otomatis dan thermo digital
* Rangka pipa mild steel
* Kompor tungku 3baris
* Kelengkapan 2blower cyclone dan pendingin, selang regulator, alarm, manometer, checker kopi, dan lampu
 
- pada saat awal pengoperasian akan dipandu oleh ahlinya dan kami kawal sampai bisa
- garansi mesin 1 tahun ( non sparepart )."
"Mesin Blender Buah (Mixer Buah / Juicer)","0","- Spesifikasi Mesin Blender Buah -
Kapasitas 25 kg / Jam: Mesin ini mampu menangani beban hingga 25 kg dalam satu jam. Ideal untuk penggunaan jangka panjang.
Dinamo Motor: Menggunakan teknologi dinamo motor yang efisien untuk operasi mesin.

- Material Terbaik -
Tabung Stainless Steel: Dibuat dari stainless steel berkualitas, tahan lama dan mudah dibersihkan.
Rangka Stainless Steel: Struktur rangka juga terbuat dari stainless steel, menjamin keawetan dan ketahanan mesin.

- Informasi Tambahan -
Pastikan untuk mempertimbangkan spesifikasi ini saat memilih mesin blender buah Anda. Informasi lebih lanjut tidak tersedia. Selamat berbelanja!"
"Mesin Pasteurisasi Susu 100 Liter CV Asianindo","0","Mesin pasteurisasi digunakan untuk pasteurisasi produk minuman dan produk cair (misalnya : susu segar, sirup, sari buah, dan lain-lain)  sebelum dikemas.
Fungsi pasteurisasi ini adalah untuk mensterilkan produk dari bakteri penyebab penyakit pada suhu yang tidak terlalu tinggi, sehingga tidak merusak produk.

Spesifikasi  :
* Kapasitas 100 Liter / proses
* Dimensi 122 cm x 85 cm x 166 cm
* Listrik 450 watt, 220 V
* Kecepatan mixer 340 rpm
* Bahan full stainless steel
* Pemanas  kompor LPG
* Suhu Terkontrol otomatis
* Tabung double jacket (air / minyak)

"
"Mesin Pengupas Kulit Kopi Kering Huller Kapasitas 50-100kg ASIANINDO","0","ASIANINDO Mesin Pengupas Kulit Kopi Kering Huller
Spesifikasi Mesin:
- Kapasitas mesin dapat menangani kopi kering antara 50 hingga 100kg. Cocok untuk penggunaan dalam jumlah besar.
- Rangka mesin terbuat dari material UNP, memberikan kekuatan dan ketahanan.
- Ditenagai oleh motor bensin berdaya 5,5Hp, memastikan operasi yang efisien.

-Informasi Tambahan:
Mesin ini dirancang untuk memenuhi kebutuhan pengupasan kulit kopi dengan kapasitas yang cukup besar. Dengan spesifikasi tersebut, mesin ini menjadi pilihan tepat untuk pengolahan kopi secara massal. Pastikan untuk menggunakan sesuai dengan kapasitas dan daya motor yang diberikan."
"Mesin Pengaduk Adonan Dodol, Jenang dan Selai Kapasitas 25 liter Asianindo","0","Mesin yang berfungi untuk mengaduk adonan yang akan dijadikan selai, jenang, dodol ( makanan camilan khas jawa ). supaya proses produksi lebih cepat, mudah dan praktis..

 Spesifikasi 
- Tabung bahan full stainless steel 304 ( food grade )
- Frame full stainless
- Sumber daya pemanas kompor LPG
- Tabung masak Double jacket
- Kapasitas 25 liter
- Mesin penggerak dinamo 1/4 HP
- Include kompor mata seribu ( tabung gas dan selang belum termasuk )."
"Mesin Penepung / Diskmill Stainless Kap 50kg Asianindo","0","Spesifikasi : 

* Kapasitas / jam : 50 kg/jam
* Material : Stainless Steel
* Penggerak : Elektro Motor Dinamo / Motor Bensin (opsi)
* Kelengkapan : Disk sarangan."
"Mesin Pengupas Bawang Kapasitas 5 - 10 kg Asianindo","0","Mesin Pengupas bawang kapasitas 5 kg - 10 kg"
"Mesin Oven Pengering Kapasitas 20 Rak CV Asianindo","0","✨ Spesifikasi Oven:
- Kapasitas: 20 rak / loyang
- Dimensi mesin: 105x85x165 cm
- Dimensi Loyang: 74x41x4 cm
Ideal untuk kebutuhan pengeringan yang besar. Dengan kapasitas 20 rak, oven ini sangat efisien untuk penggunaan massal. Ukuran loyang 74x41x4 cm memungkinkan Anda untuk memasak berbagai jenis makanan.

⚡ Spesifikasi Listrik:
- Blower: 150 watt
- Sumber listrik: 220V
Oven ini dilengkapi dengan blower berdaya 150 watt pada tegangan 220 volt. Sumber listriknya adalah 220V, memastikan operasional yang optimal dan hemat energi.

🔧 Spesifikasi Bahan:
- Bahan: plat
Dibuat dari bahan plat, oven ini menawarkan struktur yang kokoh. Pastikan untuk memilih sumber panas yang tepat, yaitu LPG, sesuai dengan spesifikasi yang diberikan."
"Oven Pengering 10 Loyang CV Asianindo: Kapasitas Besar, Kering Sempurna!","0","Mesin Oven Pengering 10 Rak: Solusi Pengeringan Makanan Efisien
Proses pengeringan bahan makanan jadi lebih cepat dan mudah dengan Oven Pengering 10 Rak ini! Dirancang untuk mengeringkan berbagai jenis bahan, mulai dari cabai, bawang merah, bawang putih, sayuran, buah-buahan, hingga daging dan ikan.

Lupakan metode penjemuran manual yang memakan waktu dan tergantung cuaca. Dengan oven ini, Anda bisa mendapatkan hasil kering yang optimal lebih cepat dan tanpa khawatir musim hujan. Desain 1 pintu dengan kapasitas 10 rak ini siap memenuhi kebutuhan Anda.

Spesifikasi Unggulan:
- Kapasitas Besar: Dilengkapi 10 rak dan 10 loyang berukuran standar, memaksimalkan volume pengeringan Anda.
- Material Berkualitas:Rak: Terbuat dari Aluminium yang ringan dan tahan karat.
- Loyang: Menggunakan Vorporasi Stainless Steel yang aman untuk makanan dan memastikan sirkulasi udara optimal.
- Cover: Dari Plat Stainless Steel untuk tampilan bersih dan durabilitas.
- Sumber Panas Efisien: Menggunakan Kompor LPG sebagai sumber panas utama, dengan blower yang mendistribusikan hawa panas secara menyeluruh.
- Kontrol Suhu Akurat: Dilengkapi Thermometer Analog untuk memantau suhu pengeringan dengan mudah.
- Kelengkapan Lengkap: Sudah termasuk roda untuk mobilitas, kompor, selang, dan regulator, siap pakai!

Fitur Tambahan:
- Mudah Dibersihkan: Desain yang praktis memudahkan Anda dalam perawatan dan pembersihan.
- Movable: Dilengkapi roda, sehingga mudah dipindahkan sesuai kebutuhan Anda.
- Food Grade Material: Material yang bersentuhan langsung dengan produk adalah Stainless Steel, menjamin keamanan dan kebersihan makanan Anda.
- Finishing Premium: Hadir dengan proses finishing yang lebih baik dan elegan, menambah nilai estetika pada dapur atau tempat usaha Anda.
- Garansi Resmi: Dapatkan garansi resmi selama 1 tahun, memberikan ketenangan pikiran atas investasi Anda.

Ingin proses pengeringan yang lebih cepat, higienis, dan tidak tergantung cuaca? Oven Pengering 10 Rak ini adalah solusi yang Anda cari!"
"Mesin Spray Dryer 1 Liter Asianindo","0","·  Kapasitas 1 Liter Bahan/proses
·  Ruang Pengering Stainless steel Food Grade
·  Material Rangka Full Stainless Steel
·  Total Daya 9.000 Watt
·  Air Compressor 2HP/380 V
·  Heater Elektrik 7.000 Watt
·  Blower 2pcs, 600 Watt
·  Cyclone stainless steel Food Grade Sus 304
·  1 Buah Tabung Dinding, 
.  1 Buah Pemanas Atas"
"Mesin Mixing Tank Homogenizer Kapasitas 150 liter Asianindo","0","HOMOGENIZER MIXING LIQUID – MIXER TANK SINGLE JACKET

Mesin ini digunakan untuk mencampur serta mengaduk aneka jenis bahan-bahan berbentuk liquid (cair). Tanki mesin bermodel single jacket serta mesin tidak dilengkapi dengan pemanas. Kontak produk terbuat dari material stainless steel berlabel food grade & pharma grade sehingga aman digunakan untuk bahan makanan maupun bahan kosmetik. Terdapat roda pada rangka yang mempermudah Anda ketika hendak memindahkan mesin.

spesifikasi produk :
- Kapasitas 150 liter per proses
- Material bahan stainless 316 ketebalan 2 mm
- Frame stainless steel
- Rangka stainless kotak 304
- Penggerak motor listrik 
- (Inverter/speed control mixer)
- Pemanas heater
- Sistem pengaduk up down.
- Roda tabung (bisa di pindah2)
- Up down daya listrik 200 watt
- Penggerak mixer daya listrik 1500 watt.

keterangan lain :
* kami memberikan garansi produk selama 6 bulan free sparepart
* melayani kebutuhan pengadaan instansi ataupun dinas.
( CV.ASIANINDO )"
"Mesin Kupas Kentang","0","Spesifikasi :

- Bahan Full Stainless Steel
- Rangka Stainless Steel"
"Deep Fryer Kapasitas 25 Liter Bahan Stainless Steel CV Asianindo","0","- Spesifikasi Produk 
Kapasitas Tangki: 25 Liter
Konfigurasi: 1 Tangki, dan 2 Keranjang

Ideal untuk kebutuhan memasak Anda yang membutuhkan ruang cukup. Dengan kapasitas 25 liter, deep fryer ini memberikan solusi memasak yang efisien. Terdiri dari 1 tangki utama dan 2 keranjang tambahan, memudahkan penyimpanan dan penggunaan.

- Bahan Tahan Lama
Bahan Stainless Steel

Deep fryer ini dibuat dari bahan stainless steel, menjamin ketahanan dan keawetan. Rangka yang terbuat dari stainless steel menambah kekuatan struktur. Pilihan material ini cocok untuk penggunaan jangka panjang tanpa perlu khawatir akan cepat rusak."
